Species,Metabolite,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence
SIG291 sp015057605,C02679_Dodecanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium prausnitzii_C,C02037_Gly-Gly,False,False,False,False,False,False,False,0,Insufficient (0)
Niameybacter massiliensis,C02835_Imidazole-4-acetate,False,False,False,False,False,False,False,0,Insufficient (0)
QAMH01 sp900544245,C05607_3-Phenyllactate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900771975,2-Hydroxyoctanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Christensenella intestinihominis,C00637_Indole-3-acetaldehyde,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900543975,C01551_Allantoin,True,False,False,False,False,False,False,1,Low-Medium (1)
UBA9506 sp003506415,C00311_Isocitrate,False,False,False,False,False,False,False,0,Insufficient (0)
S5-A14a sp000758905,C00191_Glucuronate,False,False,False,False,False,False,False,0,Insufficient (0)
Fimimonas sp003537755,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Dielma fastidiosa,C00357_N-Acetylglucosamine 6-phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-1427 sp900539675,C05598_Phenaceturate,False,False,False,False,False,False,False,0,Insufficient (0)
Raoultibacter timonensis,C05341_beta-Ala-Lys,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS1322 sp905214315,C00255_Riboflavin,True,False,False,False,False,False,False,1,Low-Medium (1)
UMGS687 sp900545735,C07151_Metformin,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacillus intestinalis,C00493_Shikimate,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia sp005843885,C02835_Imidazole-4-acetate,False,False,False,False,False,False,False,0,Insufficient (0)
Bulleidia intestinalis,C01008_Trimethylsulfonium,False,False,False,False,False,False,False,0,Insufficient (0)
Anaerostipes caccae,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
Fimivicinus sp900544715,C05598_Phenaceturate,False,False,False,False,False,False,False,0,Insufficient (0)
S5-A14a sp000758905,C00581_Guanidinoacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Phascolarctobacterium_A succinatutens_A,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia sp005843885,C01004_Trigonelline,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900551275,C05598_Phenaceturate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-1427 sp900542265,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp003525905,C07151_Metformin,False,False,False,False,False,False,False,0,Insufficient (0)
UBA10677 sp900543755,C00637_Indole-3-acetaldehyde,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium prausnitzii_D,C00042_Succinate,False,False,False,False,False,False,False,0,Insufficient (0)
Sutterella sp900545275,C00417_cis-Aconitate,True,False,False,False,False,False,False,1,Low-Medium (1)
CAG-873 sp910578035,C00931_Porphobilinogen,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp002451555,C02679_Dodecanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Fimimonas sp003537755,C01008_Trimethylsulfonium,False,False,False,False,False,False,False,0,Insufficient (0)
Enterococcus_C saigonensis,C05607_3-Phenyllactate,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium saudiense,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Acutalibacter sp910580045,C02735_Phenylethanolamine,False,False,False,False,False,False,False,0,Insufficient (0)
Roseburia intestinalis,C02037_Gly-Gly,True,False,False,False,False,False,False,1,Low-Medium (1)
Alistipes onderdonkii,C02710_N-Acetylleucine,True,False,False,False,False,False,False,1,Low-Medium (1)
UMGS2070 sp905203455,C00346_Ethanolamine phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Fusobacterium_A ulcerans_A,C00581_Guanidinoacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Klebsiella africana,C00642_p-Hydroxyphenylacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Aphodousia sp900553105,C02614_Citramalate,False,False,False,False,False,False,False,0,Insufficient (0)
Streptococcus gallolyticus,2-Hydroxyoctanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Carnobacterium maltaromaticum,C00191_Glucuronate,False,False,False,False,False,False,False,0,Insufficient (0)
Enterococcus_A avium,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Merdimorpha sp003150615,C01008_Trimethylsulfonium,False,False,False,False,False,False,False,0,Insufficient (0)
Alectryocaccomicrobium faecavium,2-Hydroxyoctanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000437735,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
Porphyromonas circumdentaria,C06524_Nornicotine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1685 sp900546845,C00417_cis-Aconitate,False,False,False,False,False,False,False,0,Insufficient (0)
Limimorpha sp017651645,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
Avimicrobium caecorum,C00491_Cystine,False,False,False,False,False,False,False,0,Insufficient (0)
JAHALF01 sp018371275,C01047_N-gamma-Ethylglutamine,False,False,False,False,False,False,False,0,Insufficient (0)
Gallimonas faecium,C00092_G6P,False,False,False,False,False,False,False,0,Insufficient (0)
Roseburia intestinalis,C05582_Homovanillate,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium_A leptum,C00262_Hypoxanthine,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_G ventriosum,C00191_Glucuronate,False,False,False,False,False,False,False,0,Insufficient (0)
ER4 sp000765235,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900552515,2-Hydroxyoctanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Scatomorpha stercorigallinarum,C00417_cis-Aconitate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS693 sp900544555,C00186_Lactate,True,False,False,False,False,False,False,1,Low-Medium (1)
UMGS1696 sp900753285,C01015_Hydroxyproline,False,False,False,False,False,False,False,0,Insufficient (0)
CCUG-7971 spG000499525,C01004_Trigonelline,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella sp003458715,C00417_cis-Aconitate,False,False,False,False,False,False,False,0,Insufficient (0)
Desulfovibrio desulfuricans_A,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella sp900547815,C00357_N-Acetylglucosamine 6-phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
RUG11247 sp902767315,C00346_Ethanolamine phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Avispirillum faecium,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-1427 sp900554685,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900771975,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
Streptococcus oralis_BH,C00186_Lactate,True,False,False,False,False,False,False,1,Low-Medium (1)
CCUG-7971 spG000499525,C00491_Cystine,False,False,False,False,False,False,False,0,Insufficient (0)
Sediminibacterium sp902168225,C00186_Lactate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp003525905,C01551_Allantoin,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp002439605,C02679_Dodecanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_F sp003491505,C11527_4-Hydroxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Phocaeicola plebeius_A,C00491_Cystine,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp017548065,C00449_Saccharopine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900557035,C02679_Dodecanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes_A ihumii,C00122_Fumarate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella pectinovora,C03570_Mannosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella stercoripullorum,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
Cellulosilyticum ruminicola,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900551275,2-Hydroxyoctanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Spyradocola merdavium,C02835_Imidazole-4-acetate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp015074785,C05584_4-Hydroxy-3-methoxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Campylobacter_B sp900539505,C00093_Glycerophosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Christensenella intestinihominis,C01015_Hydroxyproline,False,False,False,False,False,False,False,0,Insufficient (0)
ER4 sp000765235,_DCA,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-83 sp000435555,C02378_6-Aminohexanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium sp900539945,C00042_Succinate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA5905 sp900763035,C00879_Mucate,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium ruminantium,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
Fusobacterium_A ulcerans_A,C02630_2-Hydroxyglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella multisaccharivorax,C00383_Malonate,False,False,False,False,False,False,False,0,Insufficient (0)
Campylobacter_B sp900539505,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Scatavimonas merdipullorum,C00311_Isocitrate,False,False,False,False,False,False,False,0,Insufficient (0)
Finegoldia sp900766215,C02630_2-Hydroxyglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Fretibacterium fastidiosum,C06423_Octanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Slackia_A isoflavoniconvertens,C00581_Guanidinoacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella copri,C05584_4-Hydroxy-3-methoxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Anaerostipes caccae,C00386_Carnosine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900551275,C05584_4-Hydroxy-3-methoxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Enterocloster sp001517625,C00879_Mucate,False,False,False,False,False,False,False,0,Insufficient (0)
Slackia_A isoflavoniconvertens,C02735_Phenylethanolamine,False,False,False,False,False,False,False,0,Insufficient (0)
Leptotrichia wadei,C02115_Alpha-Methylserine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp000434975,C00357_N-Acetylglucosamine 6-phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella sp900547815,C00163_Propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Streptococcus macacae,C00186_Lactate,True,False,False,False,False,False,False,1,Low-Medium (1)
Aphodovivens excrementavium,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
ER4 sp900552015,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium longum,C00386_Carnosine,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminiclostridium_E sp910579265,C03570_Mannosamine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1685 sp900546845,C02679_Dodecanoate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-302 sp001916775,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1829 sp900548385,C00299_Uridine,False,False,False,False,True,False,False,1,Low-Medium (1)
Aphodousia faecalis,C06423_Octanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp003525905,C02679_Dodecanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp002440225,C00122_Fumarate,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella sp008014645,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella ihuae,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp003447235,C00357_N-Acetylglucosamine 6-phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Cellulosilyticum ruminicola,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Megamonas sp900556715,C00163_Propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes onderdonkii,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
Aminipila sp004103735,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminococcus_E bromii_B,C11527_4-Hydroxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900552515,C06423_Octanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Agathobacter sp900317585,C05607_3-Phenyllactate,False,False,False,False,False,False,False,0,Insufficient (0)
S5-A14a sp000758905,C02835_Imidazole-4-acetate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-1427 sp900539675,C00491_Cystine,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp017548065,C00637_Indole-3-acetaldehyde,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900554835,C02679_Dodecanoate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS693 sp900544555,C02679_Dodecanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella sp900555555,C01015_Hydroxyproline,False,False,False,False,False,False,False,0,Insufficient (0)
Limivicinus faecipullorum,C01004_Trigonelline,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-115 sp000432175,C01008_Trimethylsulfonium,False,False,False,False,False,False,False,0,Insufficient (0)
Gallimonas faecium,C07151_Metformin,False,False,False,False,False,False,False,0,Insufficient (0)
DULI01 sp012840445,C00417_cis-Aconitate,True,False,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C00122_Fumarate,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes_A sp900539755,C00122_Fumarate,True,False,False,False,False,False,False,1,Low-Medium (1)
Prevotella multisaccharivorax,C05584_4-Hydroxy-3-methoxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA737 sp902762875,C00449_Saccharopine,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella phocaeensis,C00186_Lactate,False,False,False,False,False,False,False,0,Insufficient (0)
Leptotrichia_A sp001274535,C01004_Trigonelline,False,False,False,False,False,False,False,0,Insufficient (0)
Acetatifactor sp003447295,C00122_Fumarate,False,False,False,False,False,False,False,0,Insufficient (0)
Aminipila sp004103735,C02835_Imidazole-4-acetate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900551275,C00357_N-Acetylglucosamine 6-phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Cetobacterium_A sp905216205,C01879_5-Oxoproline,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000437735,C01118_o-Succinylhomoserine,False,False,False,False,False,False,False,0,Insufficient (0)
Erwinia mallotivora,C00931_Porphobilinogen,False,False,False,False,False,False,False,0,Insufficient (0)
