species,metabolite,rho,pval,qval,pathway,metabolite_name
Prevotella sp900543975,2-Hydroxypentanoate,0.1392800629449489,0.009381979565113299,0.01950408265453505,Other,2-Hydroxypentanoate
Lachnospira eligens_A,C01089_3-Hydroxybutyrate,-0.13927577121763354,0.009384188343761183,0.01950408265453505,Other,C01089
Dysgonomonas mossii,C03264_2-Hydroxy-4-methylpentanoate,0.13927924412991693,0.009382400940478309,0.01950408265453505,Other,C03264
Brachyspira aalborgi,C05332_Phenethylamine,-0.13927712366024328,0.009383492246358009,0.01950408265453505,Other,C05332
GCA-900066495 sp014323405,C05332_Phenethylamine,-0.13927137948017468,0.00938644907171504,0.0195064430067596,Other,C05332
Bilophila wadsworthia,C00334_GABA,-0.139259083956048,0.0093927809929866,0.019512585293122657,Other,C00334
Butyricicoccus avistercoris,C00299_Uridine,-0.13925975836321375,0.009392433589994711,0.019512585293122657,Other,C00299
RUG11247 sp902767315,C00300_Creatine,0.13925923755910327,0.00939270186743673,0.019512585293122657,Other,C00300
Desulfovibrio desulfuricans_A,C00152_Asn,-0.13924344112175996,0.00940084218786224,0.01952699195557152,Other,C00152
CAG-1427 sp900542265,C00388_Histamine,0.13923353244742642,0.009405951586214748,0.019535264566577778,Other,C00388
Bifidobacterium pseudocatenulatum,C01118_o-Succinylhomoserine,0.13921984180101443,0.009413015212844466,0.019547593455539268,Other,C01118
Phascolarctobacterium_A succinatutens,C00003_NAD+,0.1392141958899795,0.009415929566678609,0.019551303811625596,Other,C00003
Butyricicoccus avistercoris,C05135_4-(beta-Acetylaminoethyl)imidazole,0.13921002137762098,0.009418084916849853,0.01955343746717073,Other,C05135
Enterococcus_D gallinarum,N-Acetylvaline,-0.13920556863715308,0.009420384402427191,0.019553528644712395,Other,N-Acetylvaline
Ruminiclostridium_E sp910579265,C16741_5-Hydroxylysine,0.1392077500312281,0.009419257823945927,0.019553528644712395,Other,C16741
Ruminococcus_E sp905215855,C00398_Tryptamine,-0.13919630798922195,0.009425168385953512,0.01955409470810841,Indole / Tryptophan,C00398
CAG-302 sp001916775,C17714_Heptanoate,0.13919980608055824,0.009423361043835088,0.01955409470810841,Other,C17714
Morganella psychrotolerans_B,C07151_Metformin,0.13920064772154947,0.009422926243148609,0.01955409470810841,Other,C07151
Faecalibacterium prausnitzii_C,C03761_3-Hydroxy-3-methylglutarate,-0.13919730586308401,0.00942465278785764,0.01955409470810841,Other,C03761
Butyrivibrio_A sp900771195,C01672_Cadaverine,0.1391824094320244,0.009432352328834838,0.019566657654622926,Polyamine,C01672
Sutterella sp900754475,C00357_N-Acetylglucosamine 6-phosphate,0.1391677044466526,0.009439958395468491,0.019573068483692023,Other,C00357
Anaerovibrio sp900768695,C00475_Cytidine,-0.13917275428340264,0.009437345783448342,0.019573068483692023,Other,C00475
Prevotella sp900771975,C02679_Dodecanoate,-0.1391688233024642,0.009439379482531745,0.019573068483692023,Other,C02679
Alloprevotella sp900540885,C09815_Benzamide,-0.13916966269077555,0.009438945191010262,0.019573068483692023,Other,C09815
Peptococcus niger,C05332_Phenethylamine,0.13916152203636278,0.009443157836660212,0.01957736106325658,Other,C05332
Pauljensenia georgiae,C00429_Dihydrouracil,-0.13914515232552088,0.00945163392917936,0.019591689841334393,Other,C00429
Avanaerovorax faecigallinarum,C02571_o-Acetylcarnitine,0.139143809934933,0.009452329306884426,0.019591689841334393,Other,C02571
Ruminococcus_E bromii_B,C00719_Betaine,-0.13911238063455028,0.009468623127603175,0.019618425882694055,Other,C00719
Prevotella sp900551985,C00086_Urea,-0.13911277149231252,0.009468420343040853,0.019618425882694055,Other,C00086
Ruminococcus_D bicirculans,C09815_Benzamide,0.1391133695118773,0.009468110086395235,0.019618425882694055,Other,C09815
Peptococcus niger,C00483_Tyramine,0.13909082005643061,0.009479815147967934,0.019635531340844226,Other,C00483
CAG-1427 sp900551155,C05598_Phenaceturate,-0.1390890503236379,0.009480734331518413,0.019635531340844226,Other,C05598
Streptococcus macacae,C02678_Dodecanedioate,0.1390874135073048,0.00948158454988398,0.019635531340844226,Other,C02678
Finegoldia sp900766215,C05582_Homovanillate,-0.13909144167266635,0.009479492304776333,0.019635531340844226,Other,C05582
CAG-269 sp000437215,C00055_CMP,-0.13908557143765568,0.009482541464810746,0.019635531340844226,Nucleotide,C00055
Prevotella sp900551985,C05123_Isethionate,-0.1390809285524095,0.009484953722708939,0.019638180994068256,Other,C05123
Brachyspira aalborgi,C01586_Hippurate,-0.13907529278688607,0.009487882573718746,0.019641899470225148,Other,C01586
Ventricola intestinavium,C00482_Sinapate,-0.1390628267069986,0.009494363923778717,0.019652970595806517,Other,C00482
CAG-1427 sp900539675,C00262_Hypoxanthine,0.13905788716237663,0.009496933173507829,0.019655942146625135,Other,C00262
CAG-103 sp900757655,C01744_3-(4-Hydroxyphenyl)propionate,-0.13905282723666446,0.00949956567821386,0.019659043892202424,Other,C01744
Copromorpha sp905193765,C00334_GABA,0.13904195476015552,0.009505224444510353,0.01966402176455296,Other,C00334
Campylobacter_B sp900539505,C00357_N-Acetylglucosamine 6-phosphate,0.13903731182124573,0.009507641853284546,0.01966402176455296,Other,C00357
Bifidobacterium adolescentis,C06524_Nornicotine,0.13904524615652203,0.009503511065187065,0.01966402176455296,Other,C06524
Eubacterium_T sp900766045,C05127_1-Methylhistamine,0.13904051488399002,0.009505974077071162,0.01966402176455296,Other,C05127
Phascolarctobacterium_A succinatutens,C00296_Quinate,-0.13903732180443587,0.009507636654816387,0.01966402176455296,Other,C00296
Streptococcus sp003686955,C05122_Taurocholate,-0.13902369936764866,0.009514732507611302,0.01967399310876145,Bile Acid,C05122
Collinsella sp008014645,C01042_N-Acetylaspartate,-0.1390252967001532,0.00951390022256315,0.01967399310876145,Other,C01042
Sutterella wadsworthensis_A,2-Hydroxyoctanoate,-0.139016420000594,0.009518526217442444,0.01967949052683247,Other,2-Hydroxyoctanoate
UBA9506 sp003506415,C00576_Betaine aldehyde,-0.13901234078639949,0.00952065272498237,0.019681540115147767,Other,C00576
NM07-P-09 sp004793665,C00785_Urocanate,-0.1390004055385039,0.00952687703106668,0.01969205936631308,Other,C00785
HGM12669 sp900761935,C01879_5-Oxoproline,-0.13898528109087102,0.009534769714584935,0.019706024235483798,Other,C01879
Clostridium butyricum,C00152_Asn,-0.13897102437957554,0.009542214885303652,0.019714361496829685,Other,C00152
Gallimonas faecium,C01586_Hippurate,-0.13897519977361703,0.009540033867684325,0.019714361496829685,Other,C01586
Prevotella sp900557255,2-Hydroxyoctanoate,-0.13897262051120898,0.009541381093474908,0.019714361496829685,Other,2-Hydroxyoctanoate
Prevotella sp900290275,C02571_o-Acetylcarnitine,-0.1389546834580017,0.009550754824890467,0.019729654134868452,Other,C02571
Duodenibacillus intestinigallinarum,C00954_Indole-3-acetate,0.13894716828235174,0.009554684613106632,0.019730719607199,Other,C00954
Catenibacterium sp900764565,C01008_Trimethylsulfonium,0.13895086028325254,0.009552753835945806,0.019730719607199,Other,C01008
UBA11471 sp000434215,C00489_Glutarate,0.13894861218255625,0.009553929466533514,0.019730719607199,Other,C00489
HGM12669 sp900761935,C01046_N-Methylglutamate,-0.138928914539822,0.00956423572356687,0.019747756997627153,Other,C01046
Paraclostridium tenue,C01046_N-Methylglutamate,0.1389270476866615,0.009565213015692284,0.019747756997627153,Other,C01046
Lachnospira sp003537285,C00482_Sinapate,0.1389180726624963,0.009569912652127094,0.01975510722259549,Other,C00482
Acetatifactor intestinalis,C05135_4-(beta-Acetylaminoethyl)imidazole,-0.13890931456582903,0.00957450067381229,0.01976135133788251,Other,C05135
Agathobacter sp900546625,C01959_Taurocyamine,-0.13890577248446642,0.009576356785147587,0.01976135133788251,Other,C01959
Slackia_A piriformis,C01089_3-Hydroxybutyrate,0.13890598978502502,0.00957624290673429,0.01976135133788251,Other,C01089
Flemingibacterium merdigallinarum,C02714_N-Acetylputrescine,0.13888485202185769,0.00958732598243285,0.01977692538767647,Other,C02714
Pseudobutyrivibrio ruminis_D,3-Indoxyl sulfate,-0.13888530274878716,0.009587089535887005,0.01977692538767647,Other,3-Indoxyl sulfate
Scatavimonas sp900540275,C03570_Mannosamine,0.13888584726341757,0.009586803896216776,0.01977692538767647,Other,C03570
Lachnospira sp000436535,C07151_Metformin,-0.13888155705239866,0.009589054645566138,0.019778138168549335,Other,C07151
CAG-274 sp000432155,C01585_Hexanoate,-0.13887051156766153,0.009594851534971662,0.019787740681972008,Other,C01585
Ruminococcus_C callidus,C05122_Taurocholate,-0.138862431801708,0.00959909392626365,0.019794135405989437,Bile Acid,C05122
Faecalibacillus intestinalis,C05598_Phenaceturate,-0.13885439975910624,0.009603312910094594,0.019798167059472915,Other,C05598
Romboutsia_D lituseburensis,C05584_4-Hydroxy-3-methoxymandelate,-0.13885436180337837,0.009603332850972847,0.019798167059472915,Other,C05584
UBA5905 sp900763035,C05123_Isethionate,-0.13884713975215165,0.009607127783714135,0.019798928029720157,Other,C05123
Lachnospira sp000436535,C00581_Guanidinoacetate,-0.13885138021840746,0.009604899407213673,0.019798928029720157,Other,C00581
Enterosoma sp900763245,C01015_Hydroxyproline,0.13884830873769852,0.009606513432829518,0.019798928029720157,Other,C01015
W3P20-009 sp015061285,C00637_Indole-3-acetaldehyde,-0.1388370456444518,0.009612434111201336,0.01980061602647301,Other,C00637
CAG-488 sp000434055,C00576_Betaine aldehyde,-0.1388420259941139,0.009609815687830075,0.01980061602647301,Other,C00576
CAG-302 sp001916775,C06103_6-Hydroxyhexanoate,0.13883689180706146,0.00961251500143173,0.01980061602647301,Other,C06103
Escherichia coli,C00429_Dihydrouracil,-0.13883812684879662,0.00961186561321809,0.01980061602647301,Other,C00429
SFEL01 sp016292635,C00423_trans-Cinnamate,-0.13882132111720885,0.009620705452619014,0.019815133183358095,Other,C00423
SIG291 sp015057605,C00483_Tyramine,0.1388153875714236,0.009623828229686469,0.0198192105768267,Other,C00483
Thermophilibacter provencensis,C00134_Putrescine,0.13880472100908783,0.009629444217598036,0.019828420884170396,Polyamine,C00134
Clostridium saudiense,C02378_6-Aminohexanoate,-0.13877907335423803,0.009642959719058302,0.019844467134603305,Other,C02378
Barb7 sp001657575,_DCA,-0.13878088275080863,0.009642005672656918,0.019844467134603305,Other,_DCA
UBA11524 sp000437595,C00489_Glutarate,0.13878404203805045,0.009640340065874144,0.019844467134603305,Other,C00489
Gemmiger qucibialis,C11527_4-Hydroxymandelate,0.13878297238019538,0.009640903971240193,0.019844467134603305,Other,C11527
Veillonella parvula_A,C00122_Fumarate,-0.13878632102541674,0.00963913872026333,0.019844467134603305,Other,C00122
Faecousia sp003525905,C00357_N-Acetylglucosamine 6-phosphate,0.13877394169459792,0.009645665961707873,0.01984751131129272,Other,C00357
GCA-900066495 sp014323405,C01089_3-Hydroxybutyrate,-0.13877085800712807,0.00964729250575313,0.01984751131129272,Other,C01089
Faecalibacterium sp900539945,C00719_Betaine,-0.13876758736475403,0.00964901792841656,0.01984751131129272,Other,C00719
Agathobacter sp900317585,"C03283_2,4-Diaminobutyrate",0.13876849058867793,0.009648541406565217,0.01984751131129272,Other,C03283
CAG-1427 sp900542265,C00122_Fumarate,-0.13876535469741078,0.009650195926153168,0.01984757971146425,Other,C00122
UBA4334 sp902801475,C00055_CMP,-0.13875054175025894,0.009658014752107754,0.019861304681774907,Nucleotide,C00055
Akkermansia muciniphila,C02678_Dodecanedioate,0.1387401789191784,0.009663487983032126,0.019870203350309656,Other,C02678
Gallispira edinburgensis,C02378_6-Aminohexanoate,-0.13873383794594188,0.009666838387737903,0.01987246187725587,Other,C02378
Cellulosilyticum pullistercoris,C00122_Fumarate,-0.13873376160041553,0.00966687873300127,0.01987246187725587,Other,C00122
Faecousia sp003525905,C00163_Propionate,0.1387222923328694,0.009672941435958584,0.01988256770796087,SCFA,C00163
Prevotella sp900770515,C01089_3-Hydroxybutyrate,-0.13869790695168532,0.00968584286716436,0.019906726366867668,Other,C01089
Collinsella sp900548365,C02037_Gly-Gly,-0.13868780223684143,0.00969119338335335,0.019915362199902854,Other,C02037
Lachnospira sp000436475,C05135_4-(beta-Acetylaminoethyl)imidazole,0.1386743783938655,0.00969830545779509,0.019920533115418942,Other,C05135
W3P20-009 sp015061285,"C03283_2,4-Diaminobutyrate",-0.1386781634414135,0.00969629963632707,0.019920533115418942,Other,C03283
Copromorpha sp905193765,C01118_o-Succinylhomoserine,-0.1386748620909113,0.009698049110264893,0.019920533115418942,Other,C01118
Sutterella wadsworthensis_A,C01104_Trimethylamine N-oxide,-0.13867976456473893,0.009695451259113213,0.019920533115418942,Other,C01104
Oribacterium sp900318695,C06104_Adipate,-0.13867028932332096,0.009700472804863407,0.019922624673148752,Other,C06104
Niameybacter massiliensis,C01879_5-Oxoproline,-0.13866245926044682,0.009704624205318778,0.01992879005943586,Other,C01879
Prevotella sp900557035,C00003_NAD+,0.1386571558676806,0.009707436892729083,0.019932205216264428,Other,C00003
UBA3818 sp904397845,C00346_Ethanolamine phosphate,0.1386536897525578,0.009709275559391495,0.019933619851833007,Other,C00346
Aphodousia sp905212345,"C11003_2,4-Dimethylaniline",0.13865092988912683,0.009710739802428026,0.019934265533329044,Other,C11003
Gemmiger formicilis,C00242_Guanine,0.13863293655769982,0.00972029095268968,0.019951509948826055,Other,C00242
UMGS687 sp900545735,C01879_5-Oxoproline,-0.13863043556463517,0.009721619179808426,0.01995187421159073,Other,C01879
Actinomyces israelii,C00719_Betaine,-0.1386213984648571,0.009726419944328712,0.019954640751954942,Other,C00719
Escherichia fergusonii,C16741_5-Hydroxylysine,0.13862342457242993,0.009725343435415118,0.019954640751954942,Other,C16741
Muribaculum sp910589555,C05135_4-(beta-Acetylaminoethyl)imidazole,0.13862225013566087,0.009725967422792237,0.019954640751954942,Other,C05135
Duncaniella sp910577345,C00163_Propionate,-0.13861401494285425,0.009730343842783921,0.01996032909917033,SCFA,C00163
Tidjanibacter inops_A,C00388_Histamine,-0.13860569586501723,0.009734766615959607,0.019967039345499548,Other,C00388
Actinomyces sp900323545,C05984_2-Hydroxybutyrate,-0.13860139621329037,0.009737053191635587,0.019969366954882634,Other,C05984
Negativibacillus massiliensis,C00791_Creatinine,-0.1385987929225073,0.009738437865953712,0.01996984455587291,Other,C00791
Prevotella sp900555035,C11527_4-Hydroxymandelate,-0.13859298324245858,0.009741528629070456,0.0199714583624008,Other,C11527
Agathobacter sp900317585,C11118_1-Methyl-2-pyrrolidinone,-0.1385930799965747,0.009741477148531838,0.0199714583624008,Other,C11118
Excrementavichristensenella intestinipullorum,C10172_Proline betaine,-0.13859024205290466,0.009742987250430758,0.01997208713028712,Other,C10172
Collinsella sp900555555,C05660_5-Methoxyindoleacetate,-0.13858162580198047,0.009747573327747235,0.019979125943549066,Other,C05660
Streptococcus oralis_BH,C01089_3-Hydroxybutyrate,-0.13855688739175462,0.009760751216901165,0.020001406996647254,Other,C01089
Scatomorpha intestinavium,C05123_Isethionate,-0.13855720143045597,0.00976058383279502,0.020001406996647254,Other,C05123
Lactobacillus helveticus,C00364_dTMP,0.1385510381111996,0.009763869376553212,0.02000543219696048,Other,C00364
UMGS1322 sp905214315,C01586_Hippurate,-0.13854581941540406,0.009766652127431238,0.02000876929994125,Other,C01586
UMGS2070 sp905203455,C00670_Glycerophosphorylcholine,-0.13853633640539806,0.009771710528186752,0.020016767147649092,Other,C00670
Collinsella tanakaei,C02656_Pimelate,-0.13853076008109122,0.009774686120828798,0.02001900208532524,Other,C02656
RUG013 sp001486445,C00491_Cystine,-0.13852807263263403,0.00977612046221516,0.02001900208532524,Other,C00491
Phascolarctobacterium_A succinatutens_A,C01008_Trimethylsulfonium,0.13852780096554926,0.009776265466400324,0.02001900208532524,Other,C01008
Prevotella sp002251295,C02571_o-Acetylcarnitine,-0.13852171737755528,0.009779513123470057,0.020023287498196016,Other,C02571
Succinivibrio sp002449335,C01046_N-Methylglutamate,-0.13851648359543828,0.009782307886941554,0.0200252222488768,Other,C01046
UMGS693 sp900544555,C00386_Carnosine,0.13851562197090267,0.009782768049831959,0.0200252222488768,Other,C00386
Prevotella multisaccharivorax,C05332_Phenethylamine,-0.13850280818699642,0.009789613701238722,0.020036869596514812,Other,C05332
Desulfovibrio desulfuricans_A,N-Acetylvaline,0.13850003992286258,0.009791093180203186,0.020037532289702883,Other,N-Acetylvaline
Dialister sp000434475,C00588_Phosphorylcholine,-0.13848671338128324,0.009798218231678004,0.020049747161670392,Other,C00588
Faecousia sp017548065,C06423_Octanoate,-0.13847919413243226,0.009802240436906192,0.020055610655543964,Other,C06423
CAG-177 sp003538135,C00245_Taurine,-0.13846840052179937,0.00980801672825837,0.020057961079799905,Other,C00245
Klebsiella variicola,C00311_Isocitrate,-0.1384730986646372,0.009805502106600115,0.020057961079799905,Other,C00311
Ellagibacter isourolithinifaciens,C02735_Phenylethanolamine,0.13847036904553928,0.009806963031137443,0.020057961079799905,Other,C02735
Bifidobacterium bifidum,C00637_Indole-3-acetaldehyde,-0.13847200281761546,0.009806088593731487,0.020057961079799905,Other,C00637
UMGS75 sp900538885,C00334_GABA,0.13846610285835076,0.009809246731939005,0.020058110607189348,Other,C00334
Tidjanibacter inops_A,C06423_Octanoate,0.1384613871269118,0.009811771623925616,0.020060907596181878,Other,C06423
Merdimorpha sp003150615,C03795_N6-Methyl-2'-deoxyadenosine,0.1384445842846821,0.009820772872360316,0.020076943763823036,Other,C03795
