species_a,species_b,rho,pval,qval
Ruminococcus_E bromii,UBA11540 sp003445125,-0.265421199047159,5.257420227461131e-07,1.1768214346324578e-06
UBA10281 sp900554485,UMGS2070 sp905203455,0.2654117211854335,5.262505936831049e-07,1.1776161914069715e-06
Erysipelatoclostridium ramosum,Prevotella multisaccharivorax,-0.2653927654619826,5.27269152823711e-07,1.1795513768768408e-06
Gemmiger qucibialis,Scatavimonas sp900540275,-0.26538817013508537,5.275163611263526e-07,1.1797603516618808e-06
Ruminiclostridium_E siraeum,Faecalibacterium prausnitzii_D,0.26537409694646275,5.282741289245334e-07,1.1811107091169037e-06
CAG-488 sp000434055,Parolsenella sp900552935,0.26533647270749194,5.303051328861888e-07,1.185306140550686e-06
UBA4372 sp900543815,Prevotella sp900765465,0.26531924023162745,5.312378646916114e-07,1.1870450509901984e-06
Negativibacillus massiliensis,Eubacterium_R sp910577195,-0.26531579373645453,5.314245999515843e-07,1.187083772364285e-06
Ruminococcus_E bromii_B,Gallispira edinburgensis,-0.26531320886507487,5.315646927481839e-07,1.187083772364285e-06
Egerieicola pullicola,UMGS929 sp900546875,0.26530229496369406,5.321565866355536e-07,1.1880597136441594e-06
Egerieicola pullicola,UBA737 sp902762875,0.2652994228843833,5.323124533140142e-07,1.1880619230060526e-06
Prevotella sp900544825,Holdemanella sp003436425,0.26529051943852,5.32795918587492e-07,1.1884494014203696e-06
Fusobacterium_A mortiferum,Enterocloster sp001517625,0.26529051943852,5.32795918587492e-07,1.1884494014203696e-06
UBA737 sp902762875,Ventricola intestinavium,0.26525232078368705,5.348749286493299e-07,1.1927399935084332e-06
Scatomorpha intestinavium,UBA11540 sp003445125,0.26512192838297916,5.420305253026106e-07,1.2083452948550786e-06
Prevotella sp002251295,Faecalibacterium prausnitzii,0.2649783244174418,5.500174591917336e-07,1.2257942851422976e-06
Aveggerthella excrementigallinarum,Cellulosilyticum pullistercoris,0.2649711442191649,5.504197570924774e-07,1.2263345793367396e-06
Faecalibacterium prausnitzii_C,Prevotella sp900765465,0.2649645384367502,5.507901206181061e-07,1.2268034306798757e-06
Succinivibrio sp002449335,Faecalibacterium prausnitzii_D,-0.26495764544640443,5.51176841949796e-07,1.2273084338452498e-06
Caccenecus sp017888105,CAG-488 sp003486665,0.2649464443370925,5.518058200759964e-07,1.2283524218813025e-06
Scatomorpha stercorigallinarum,UBA11540 sp003445125,0.264940700178471,5.52128640166131e-07,1.2286814417553468e-06
Prevotella pectinovora,Anaerostipes caccae,-0.2649381153070913,5.522739683447315e-07,1.2286814417553468e-06
Parolsenella sp900552935,Eubacterium_R sp910577195,0.26489618294915446,5.546366499470977e-07,1.233580093286224e-06
Fimenecus sp000432435,Ruminiclostridium_E siraeum,0.2648809609288075,5.554967336984939e-07,1.2351349113626512e-06
Aveggerthella stercoripullorum,Avispirillum faecium,0.264871483067082,5.560329041301284e-07,1.2359688228288076e-06
Ruminococcus_E bromii,RUG11247 sp902767315,-0.2648602819577701,5.566672005614118e-07,1.237020305766683e-06
Fimenecus sp000432435,CAG-103 sp900757655,0.2648490808484582,5.573021915202401e-07,1.2380727226040433e-06
Prevotella sp900557255,Agathobacter sp900546625,0.26484132623431916,5.577422078809646e-07,1.2386915103227793e-06
Ruminococcus_E bromii,Faecivivens stercoravium,-0.2648011171239687,5.600291270079022e-07,1.2434105450875883e-06
Acetatifactor intestinalis,Prevotella sp900765465,0.2647729707467234,5.616353230495229e-07,1.2466159036784984e-06
ER4 sp000765235,Faecalibacterium prausnitzii_G,0.26470432805119654,5.655710374865003e-07,1.2549885532423905e-06
Prevotella copri,Gemmiger sp900540595,0.26468824440705635,5.664970340313681e-07,1.2566797999001227e-06
Gemmiger formicilis,Lachnospira sp003537285,0.26466813985188115,5.676565762770907e-07,1.2588880013360981e-06
CAG-488 sp900539465,Protoclostridium sp900761765,0.264663831732915,5.679053458350973e-07,1.2590756959251537e-06
CAG-103 sp000432375,Alistipes_A ihumii,0.2646184528798052,5.705320827939981e-07,1.264533836207096e-06
Ruminococcus_E bromii,CAG-488 sp900539465,-0.264594614621526,5.719166189780506e-07,1.2672363905778817e-06
Scatavimonas merdipullorum,CAG-488 sp000434055,0.2645460764811744,5.747457098881258e-07,1.2730298662917728e-06
Veillonella atypica,Streptococcus oralis_BH,-0.26454406602565683,5.748631803982142e-07,1.2730298662917728e-06
Negativibacillus massiliensis,Faecalibacterium prausnitzii,0.26454061953048397,5.750646120316509e-07,1.2731084094934471e-06
Gemmiger formicilis,Agathobacter faecis,0.2645104626977211,5.768300309460599e-07,1.2766483460436311e-06
Faecivivens stercoripullorum,Avanaerovorax faecigallinarum,0.2644912197663391,5.779592537752091e-07,1.2787786085115745e-06
Acidaminococcus provencensis,UBA1206 sp000433115,0.2644863372315108,5.782461102995033e-07,1.2790443806538321e-06
Spyradocola merdavium,Excrementavichristensenella intestinipullorum,0.26446479663668027,5.795132859087494e-07,1.2814777792464734e-06
Ruminiclostridium_E siraeum,Avispirillum faecium,-0.26443492701184845,5.812748472064459e-07,1.2850026953661805e-06
Escherichia coli,Erwinia mallotivora,-0.2644202794073637,5.821405667272137e-07,1.2865457468638595e-06
UBA1685 sp017435905,Faecalibacterium prausnitzii_D,-0.2643461797611464,5.865390880603153e-07,1.2958932443867163e-06
CAG-1427 sp900539675,Prevotella sp002440225,0.26433899956286955,5.869669924847582e-07,1.2964652459978635e-06
Fimivicinus sp900544715,Eubacterium_F sp003491505,-0.26431860779976324,5.881838754075663e-07,1.2987790754897644e-06
Phascolarctobacterium_A succinatutens_A,Prevotella multisaccharivorax,0.2643111403935553,5.886300998955863e-07,1.2993903586472066e-06
Ruminococcus_D bicirculans,Faecalibacillus intestinalis,0.26429132304631114,5.898158868517343e-07,1.3016333912657232e-06
S5-A14a sp000758905,UBA11475 sp003538975,0.26420602229078194,5.949461497218526e-07,1.3125774847616715e-06
UBA5905 sp900763035,Eubacterium_R sp910577195,0.2641187110797352,6.002416676283833e-07,1.3238797677910662e-06
Prevotella sp900767615,Prevotella sp900553155,0.2640779275535226,6.027307037583615e-07,1.3289874183760824e-06
Acetatifactor intestinalis,Eubacterium_R sp910577195,-0.2640158906404105,6.065358459386924e-07,1.336993239711411e-06
Aphodomorpha sp900549955,Avimicrobium caecorum,-0.2639492584004012,6.10648526460341e-07,1.3456721765232048e-06
UMGS1590 sp900552455,UBA5905 sp900763035,0.26394150378626213,6.111288922241245e-07,1.346343978245623e-06
CAG-103 sp900757655,CAG-177 sp003538135,0.2638889447348755,6.143942760055423e-07,1.3531491505134985e-06
Actinomyces sp900323545,Actinomyces gerencseriae,0.2637933044938276,6.203792067741683e-07,1.3659382592321024e-06
Gemmiger qucibialis,Holdemanella biformis,0.2637884219589993,6.206862399442509e-07,1.3662221367610758e-06
Prevotella sp900554835,Faecalibacterium sp900539945,0.26375855233416756,6.225677376336315e-07,1.3699704863418209e-06
UBA1685 sp017435905,Faecalibacterium prausnitzii,-0.26370570607484983,6.259099566300928e-07,1.3769301053368059e-06
Carnobacterium maltaromaticum,Lactococcus_A plantarum,0.2636982386686419,6.263836128163262e-07,1.3775770338056304e-06
CAG-127 sp900319515,Prevotella sp900554835,0.26368703755933,6.270947420726474e-07,1.3783506494095352e-06
UBA5905 sp900763035,CAG-488 sp003486665,0.26368703755933,6.270947420726474e-07,1.3783506494095352e-06
Sutterella wadsworthensis_A,Parasutterella sp009767915,-0.26359656706104145,6.328669457735945e-07,1.3906394560381678e-06
Acetatifactor sp003447295,UMGS902 sp003343845,-0.2635902484865578,6.332719828653593e-07,1.3910967626899863e-06
Aveggerthella excrementigallinarum,RUG013 sp001486445,0.26358766361517816,6.334377515416663e-07,1.3910967626899863e-06
Holdemanella sp900547815,Prevotella sp002451555,0.2635606660696571,6.351716036588504e-07,1.3945052580615458e-06
Ruminococcus_E bromii_B,CAG-115 sp000432175,-0.263517872087927,6.379292776955158e-07,1.4001589382553079e-06
Gemmiger sp900540595,Copromonas sp000435795,0.26350925584999474,6.384859017977242e-07,1.40097979195948e-06
Scatavimonas merdipullorum,Alistipes shahii,-0.2635006396120625,6.390429919211626e-07,1.4018011984636082e-06
Clostridium_A leptum,Scatomorpha intestinavium,-0.26344147477826113,6.428809605966847e-07,1.4098169950649424e-06
Aveggerthella stercoripullorum,Enterococcus_D gallinarum,0.2634127539851536,6.447520170221378e-07,1.4135160681842866e-06
Negativibacillus massiliensis,Roseburia intestinalis,0.2634075842423943,6.450893616239337e-07,1.4138515694334845e-06
Prevotella sp900313215,Holdemanella sp900547815,0.2633805866968733,6.468538034872575e-07,1.417313775078764e-06
Tractidigestivibacter sp004557505,UMGS2070 sp905203455,0.26336249259721556,6.480389457632168e-07,1.4195050693745391e-06
Faecivivens stercoravium,Avichristensenella intestinipullorum,0.2633386543389364,6.496035045976766e-07,1.4225259730998508e-06
Ruminiclostridium_E siraeum,UBA5905 sp900763035,-0.26333434621997026,6.498866426136928e-07,1.4227398503109696e-06
CAG-488 sp000434055,Aphodovivens excrementavium,0.26324818384064785,6.555743321090516e-07,1.4347819405445176e-06
Cellulosilyticum pullistercoris,UBA11475 sp003538975,0.26318901900684644,6.595075038778438e-07,1.442978340629475e-06
CAG-41 sp900066215,Gemmiger sp900540595,0.2631818388085696,6.599863682801964e-07,1.4436143230902158e-06
Holdemanella porci,Prevotella sp000436035,0.26316431912477406,6.611561979151459e-07,1.4456845860780244e-06
CAG-170 sp000432135,CAG-488 sp003486665,-0.26316202146132545,6.613097656821519e-07,1.4456845860780244e-06
Anaerovibrio sp900768695,Ventricola intestinavium,0.26315627730270397,6.616938348422797e-07,1.4461120817877856e-06
CAG-488 sp000434055,CAIFEB01 sp903789375,0.2631476610647717,6.622703398850901e-07,1.4469597770602467e-06
Ruminococcus_D bicirculans,Butyrivibrio_A sp900771195,-0.26310974961786987,6.648126922846379e-07,1.45181390044724e-06
Actinomyces sp900323545,Cryptobacterium curtum,0.2631088879940766,6.648705817065773e-07,1.45181390044724e-06
Faecousia sp000434635,CAG-488 sp003486665,-0.26308591135959064,6.664160849307465e-07,1.4547745553510974e-06
Heteroscilispira lomanii,Avimicrobium caecorum,-0.26308016720096916,6.668029989706929e-07,1.4552050654634949e-06
Collinsella tanakaei,Gemmiger qucibialis,-0.26307557187407193,6.671126853734605e-07,1.4554668400170123e-06
Copromorpha sp905193765,Faecivivens stercoripullorum,0.263060349853725,6.681395075330513e-07,1.4572676144609454e-06
CAG-266 sp000436095,CAG-266 sp905207485,0.26305747777441424,6.683334175341303e-07,1.4572676144609454e-06
ER4 sp900552015,Copromonas sp000435795,0.2630548929030346,6.685079826995264e-07,1.4572676144609454e-06
CAG-488 sp016292785,Faecimonas sp900554315,0.2629899839106117,6.729058771090776e-07,1.4664377793476517e-06
Scatomorpha stercorigallinarum,UBA1685 sp900546845,0.262960401493711,6.749194229983031e-07,1.4704080925362064e-06
CAG-313 sp900539265,Oribacterium sp900318695,0.26293713765129395,6.765069502774088e-07,1.4734482724525847e-06
Agathobacter sp900317585,Ruminococcus_E sp905215855,0.262818233567829,6.846770885387414e-07,1.4908197406133084e-06
Ruminococcus_E bromii,Faecivivens stercoripullorum,-0.26280358596334424,6.85690079493103e-07,1.4926017593052195e-06
Bulleidia intestinalis,UMGS929 sp900546875,0.26270421201919236,6.926005922311791e-07,1.507216778157553e-06
Prevotella sp900546535,ER4 sp000765235,0.262683533048155,6.940469925757716e-07,1.5099360408533025e-06
ER4 sp900552015,Aphodomorpha sp900549955,-0.26266974706746343,6.950128688790247e-07,1.511180191941893e-06
Ruminococcus_D bicirculans,Egerieicola pullicola,-0.26266974706746343,6.950128688790247e-07,1.511180191941893e-06
Prevotella sp900557255,CAG-1427 sp900539675,0.26263212282849263,6.976554727624045e-07,1.5164962118334954e-06
Bifidobacterium adolescentis,Lachnospira rogosae_A,0.26261804963986995,6.98646402519229e-07,1.5182199868909364e-06
Ruminococcus_E bromii_B,Ventricola intestinavium,-0.26259105209434896,7.005511507489544e-07,1.5219280309813735e-06
Prevotella sp900557405,Prevotella sp002297965,0.26257525565813983,7.016679402104606e-07,1.5239226413800804e-06
Negativibacillus massiliensis,Oribacterium sp900318695,-0.2625669266281387,7.022574803111524e-07,1.5247713363902774e-06
Ruminococcus_C sp000980705,Acidaminococcus sp900315205,-0.2625640545488279,7.024608801563684e-07,1.5247813841764296e-06
ER4 sp000765235,CAG-488 sp000434915,-0.26255716155848213,7.029492703921465e-07,1.5251109541914906e-06
CAG-1427 sp900539675,Fusobacterium_B sp900554355,0.26255629993468893,7.030103420702791e-07,1.5251109541914906e-06
Lachnospira sp003451515,SIG291 sp015057605,-0.26253217446847865,7.047224170536862e-07,1.528392892626188e-06
ER4 sp900552015,UBA11540 sp003445125,-0.2624431400098455,7.11075473420417e-07,1.541735431488982e-06
Ruminococcus_E bromii_B,Faecivivens stercoripullorum,-0.26243998072260366,7.113019107550081e-07,1.5417906067820478e-06
Faecivivens stercoravium,Faecalibacterium prausnitzii_D,-0.26242648194984314,7.122701951439663e-07,1.5434532957484085e-06
Prevotella sp000434975,Holdemanella sp900547815,0.2623647322446621,7.167157258827105e-07,1.5526479337041153e-06
Lachnospira sp000437735,Lachnospira sp003451515,0.2623391707387964,7.185637474278016e-07,1.5561778161683626e-06
ER4 sp000765235,UBA11540 sp003445125,-0.26233658586741676,7.187508802873822e-07,1.5561778161683626e-06
Lachnospira sp003537285,Enterocloster sp001517625,-0.2623279696294845,7.193749941728793e-07,1.5570896106941751e-06
RUG11247 sp902767315,Faecalibacterium prausnitzii_D,-0.2622237131505044,7.269680931566925e-07,1.573081027533142e-06
Agathobacter rectalis,Holdemanella biformis,0.2621984388525698,7.28820388928171e-07,1.576644445422448e-06
Ruminococcus_E bromii_B,CAG-103 sp000432375,0.26217661104980816,7.304237413545969e-07,1.5796674710829185e-06
Prevotella stercorea,CAG-1427 sp900539675,0.2621059578987638,7.356367726194657e-07,1.5904931462130557e-06
Phascolarctobacterium_A succinatutens,Prevotella sp003447235,0.26203961286668553,7.405644117443767e-07,1.6002912014784966e-06
UBA1206 sp000433115,CAG-115 sp000432175,0.2620393256587545,7.405858121820705e-07,1.6002912014784966e-06
Prevotella sp002300055,Erysipelatoclostridium ramosum,-0.2620131897370267,7.425357369961345e-07,1.6040528410299487e-06
Prevotella sp900551275,Prevotella sp900553155,0.26191237975321946,7.501031053268603e-07,1.6199439529736334e-06
Prevotella sp900767615,Holdemanella biformis,0.2619003170201143,7.510135419399626e-07,1.6214536673857172e-06
Ruminococcus_E bromii,Lachnospira eligens,0.26184316264183044,7.553417044868597e-07,1.6303393964880981e-06
Ruminiclostridium_E siraeum,Faecalibacterium prausnitzii_C,0.2618356952356225,7.559089570205137e-07,1.6311048127438428e-06
Ruminococcus_E sp905215855,CAG-488 sp000434915,-0.26183224874044964,7.561709036679309e-07,1.6312111929237056e-06
Ruminococcus_D sp900539095,Lachnospira sp000436475,0.2617862954714777,7.596718556476508e-07,1.6383027283309332e-06
Spyradocola merdavium,CAG-177 sp003514385,0.2617699246194064,7.609228213183509e-07,1.6405393373617397e-06
Alistipes onderdonkii,Lachnospira sp003537285,0.2617262690138831,7.642683964043414e-07,1.6472893702775226e-06
CAG-793 sp013333035,UMGS75 sp900538885,0.2617081749142254,7.656591807071694e-07,1.6498234761810945e-06
Faecousia sp003525905,Scatavimonas merdipullorum,-0.2616895063987055,7.670966609081391e-07,1.6524567497406161e-06
Actinomyces sp900323545,S5-A14a sp000758905,0.2616860599035326,7.673623247492907e-07,1.6525302463771277e-06
Prevotella sp900551275,Prevotella sp900543975,0.26168347503215295,7.675616305360065e-07,1.6525302463771277e-06
Ruminococcus_D bicirculans,Ruminiclostridium_E siraeum,0.26164498916938894,7.705349511253872e-07,1.6584662205619654e-06
Lactobacillus porci,CAG-488 sp000434055,0.26163378806007703,7.714023938409833e-07,1.659867535246615e-06
Bulleidia intestinalis,CAG-485 sp910578075,0.2615898452466226,7.748144912563615e-07,1.6667419973156335e-06
Negativibacillus massiliensis,Alistipes_A ihumii,0.2615036828673002,7.81546941026943e-07,1.6807531776332155e-06
Ruminococcus_E bromii,Copromonas sp000435795,0.2614511238159135,7.856812463849555e-07,1.6891706392990454e-06
Prevotella sp900554835,ER4 sp900552015,0.2614103402897009,7.8890372992026e-07,1.695623567446992e-06
Scatavimonas merdipullorum,Ruminiclostridium_E sp910579265,0.261403160091424,7.894723792246106e-07,1.6963704820817891e-06
Alistipes onderdonkii,CAG-103 sp900543625,0.26139396943762966,7.9020082394344e-07,1.6970828466716317e-06
Prevotella sp900544825,CAG-1427 sp900539675,0.2613933950217675,7.902463731340201e-07,1.6970828466716317e-06
Collinsella sp900548365,Collinsella ihuae,0.26137357767452335,7.918193630367091e-07,1.6999849800880478e-06
CCUG-7971 spG000499525,UBA3855 sp017460955,0.2613445696734848,7.941272709859677e-07,1.704462869539272e-06
CAG-1427 sp900542265,Campylobacter_B sp900539505,0.2612908617903738,7.984173680733114e-07,1.713191505032272e-06
Eubacterium_R sp002493595,CAIFEB01 sp903789375,0.2612555352148516,8.012513044625372e-07,1.7187915985828084e-06
UBA11524 sp000437595,Gemmiger sp900540595,0.2611320358044895,8.112345626029865e-07,1.7397205282995555e-06
Peptococcus niger,CAG-488 sp016292785,0.26112830210138555,8.115382318609853e-07,1.7398853484085016e-06
Ruminiclostridium_E siraeum,Evtepia excrementipullorum,0.2610774662975853,8.15683666714282e-07,1.7482842714068895e-06
UBA3855 sp017460955,CAG-1427 sp900554685,0.26107287097068815,8.160593943914733e-07,1.7486010096025117e-06
Alistipes onderdonkii,Ruminococcus_E bromii,0.26105133037585754,8.178228312649258e-07,1.7518902369821966e-06
Butyrivibrio_A sp900771195,RUG11247 sp902767315,0.26104099089033883,8.186705783356265e-07,1.7532166405395284e-06
S5-A14a sp000758905,Marinifilum sp013141825,0.2610323746524066,8.193776778657127e-07,1.754241185293855e-06
Ruminococcus_D bicirculans,Scatavimonas sp900540275,-0.2610231839986122,8.201325628576231e-07,1.7553674357368379e-06
Prevotella sp900554835,Holdemanella biformis,0.2609832620961928,8.234193414293824e-07,1.7619106745062182e-06
